,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size
3994,467296,Female,Yes,69,Yes,Artist,,Average,2.0
3995,460651,Male,No,32,No,Homemaker,8.0,Low,
3996,460296,Female,Yes,60,Yes,Artist,1.0,Low,2.0
3997,463524,Female,Yes,40,Yes,Artist,6.0,Average,2.0
3998,461775,Female,Yes,83,No,Lawyer,0.0,High,2.0
3999,465711,Male,Yes,51,Yes,Artist,0.0,Average,
4000,462833,Male,Yes,33,No,Doctor,0.0,Average,5.0
4001,465506,Male,Yes,43,Yes,Entertainment,1.0,Average,4.0
4002,463366,Male,Yes,71,No,Lawyer,0.0,Low,5.0
4003,464987,Male,Yes,50,Yes,Executive,1.0,High,5.0
4004,459114,Male,Yes,57,Yes,Artist,1.0,Average,2.0
4005,467928,Male,Yes,35,Yes,Artist,2.0,Average,2.0
4006,462881,Female,Yes,66,Yes,Artist,0.0,High,3.0
4007,466524,Female,Yes,46,Yes,Artist,0.0,Low,1.0
4008,463191,Male,No,26,No,Healthcare,1.0,Low,1.0
4009,460861,Male,No,21,No,Healthcare,1.0,Low,3.0
4010,465610,Female,No,42,Yes,Artist,8.0,Low,2.0
4011,460206,Female,Yes,40,Yes,Entertainment,1.0,Low,2.0
4012,462876,Male,No,27,No,Doctor,0.0,Low,4.0
4013,465333,Female,Yes,37,Yes,Artist,2.0,Low,2.0
4014,463121,Female,Yes,70,,Lawyer,,High,
4015,460379,Male,No,35,Yes,Artist,9.0,Low,3.0
4016,462991,Male,No,28,Yes,Healthcare,0.0,Low,1.0
4017,460307,Male,No,27,No,Entertainment,6.0,Low,2.0
4018,464383,Female,Yes,81,Yes,Lawyer,1.0,Low,1.0
4019,467931,Male,No,25,Yes,Doctor,0.0,Low,2.0
4020,466594,Male,Yes,72,Yes,Executive,1.0,High,2.0
4021,461200,Female,No,33,Yes,Doctor,0.0,Low,5.0
4022,465600,Male,Yes,40,Yes,Engineer,7.0,Low,2.0
4023,459688,Male,No,52,Yes,Artist,3.0,Low,1.0
4024,463549,Male,No,23,No,Healthcare,0.0,Low,4.0
4025,466696,Female,Yes,48,Yes,Artist,2.0,Average,4.0
4026,462906,Female,No,31,No,Healthcare,0.0,Low,4.0
4027,461527,Female,No,35,Yes,Artist,1.0,Low,1.0
4028,461354,Female,No,63,No,Entertainment,0.0,Low,1.0
4029,462483,Male,Yes,63,Yes,,1.0,Average,2.0
4030,463938,Male,,28,Yes,Engineer,1.0,Low,2.0
4031,461661,Female,Yes,37,Yes,Artist,7.0,Average,2.0
4032,463532,Female,Yes,67,Yes,Artist,9.0,Low,3.0
4033,465627,Female,No,37,Yes,Healthcare,1.0,Low,1.0
4034,465242,Male,No,22,No,Healthcare,7.0,Low,4.0
4035,465170,Female,Yes,46,Yes,Entertainment,4.0,Low,3.0
4036,467359,Male,Yes,41,Yes,Artist,6.0,Average,2.0
4037,460415,Female,No,59,Yes,Entertainment,1.0,Low,2.0
4038,465984,Male,,23,No,Healthcare,8.0,High,5.0
4039,459432,Male,Yes,84,Yes,Lawyer,0.0,Low,3.0
4040,464241,Female,Yes,89,,Artist,1.0,High,2.0
4041,467141,Male,Yes,50,Yes,Artist,1.0,Low,3.0
4042,466933,Female,Yes,52,No,Engineer,0.0,Low,
4043,465035,Female,Yes,74,Yes,Lawyer,12.0,High,2.0
4044,461415,Male,No,48,Yes,Entertainment,0.0,Low,3.0
4045,461957,Male,Yes,47,Yes,Entertainment,1.0,Average,4.0
4046,465523,Female,Yes,45,Yes,Engineer,0.0,High,5.0
4047,459631,Male,,53,Yes,Executive,,High,3.0
4048,465279,Male,Yes,53,Yes,Healthcare,0.0,High,4.0
4049,463782,Female,No,29,Yes,Artist,8.0,Low,1.0
4050,463243,Male,No,19,No,Healthcare,0.0,Low,3.0
4051,465489,Female,No,50,Yes,Engineer,1.0,Low,5.0
4052,467100,Female,No,42,Yes,Artist,0.0,Low,1.0
4053,460154,Male,No,29,Yes,Entertainment,8.0,Low,4.0
4054,459753,Male,Yes,40,Yes,Marketing,,Average,2.0
4055,464030,Male,No,18,No,Entertainment,1.0,Low,4.0
4056,463220,Male,Yes,46,No,Engineer,0.0,Average,3.0
4057,465237,Male,Yes,68,Yes,Lawyer,,High,2.0
4058,467564,Male,Yes,72,Yes,Artist,0.0,Average,2.0
4059,465113,Male,Yes,66,Yes,Lawyer,1.0,High,2.0
4060,459516,Female,,63,Yes,Artist,,Average,2.0
4061,465965,Female,Yes,41,No,Marketing,8.0,Low,2.0
4062,460907,Male,Yes,82,No,Lawyer,1.0,High,3.0
4063,467314,Male,Yes,43,No,Artist,0.0,Average,2.0
4064,459951,Male,Yes,53,Yes,Artist,0.0,Low,1.0
4065,467295,Male,No,29,No,Healthcare,0.0,Low,3.0
4066,466212,Female,Yes,53,Yes,Artist,0.0,Average,3.0
4067,463533,Female,Yes,87,Yes,Artist,1.0,High,2.0
4068,467890,Male,Yes,62,Yes,Entertainment,0.0,Average,4.0
4069,467541,Male,Yes,43,Yes,Artist,1.0,High,3.0
4070,460183,Male,No,36,No,Entertainment,8.0,Low,2.0
4071,463634,Female,No,30,Yes,Doctor,0.0,Low,3.0
4072,463100,Female,No,37,No,Homemaker,8.0,Low,1.0
4073,460550,Female,Yes,59,Yes,Artist,0.0,Average,4.0
4074,465867,Female,Yes,35,Yes,Artist,8.0,High,5.0
4075,462964,Male,Yes,39,No,Artist,7.0,Average,3.0
4076,466685,Female,No,19,No,Healthcare,0.0,Low,5.0
4077,460719,Female,Yes,75,Yes,Lawyer,1.0,Low,
4078,463005,Female,Yes,40,Yes,Homemaker,10.0,Average,2.0
4079,466377,Male,Yes,62,Yes,,8.0,Average,2.0
4080,464796,Male,Yes,43,No,Marketing,3.0,High,4.0
4081,460682,Male,Yes,43,No,Artist,6.0,Low,2.0
4082,459744,Male,Yes,29,Yes,Artist,9.0,Average,2.0
4083,460084,Female,No,27,Yes,Healthcare,1.0,Low,2.0
4084,461119,Female,No,23,No,Healthcare,6.0,Low,3.0
4085,463441,Male,Yes,42,Yes,Artist,8.0,High,4.0
4086,466971,Male,No,65,Yes,Executive,9.0,Low,3.0
4087,463208,Male,Yes,57,Yes,Executive,1.0,Average,5.0
4088,467877,Female,Yes,46,Yes,Artist,0.0,Average,2.0
4089,464471,Male,Yes,30,Yes,Doctor,0.0,Low,3.0
4090,467360,Male,Yes,51,Yes,Artist,0.0,Average,4.0
4091,461576,Male,Yes,39,Yes,Artist,10.0,Low,2.0
4092,461966,Female,No,41,Yes,Artist,1.0,Low,1.0
4093,463398,Male,No,29,No,Marketing,9.0,Low,4.0
4094,466096,Male,Yes,76,Yes,Lawyer,0.0,Low,2.0
4095,464433,Male,No,33,Yes,Artist,,Low,
4096,461082,Male,No,23,No,Healthcare,8.0,Low,4.0
4097,465942,Female,Yes,33,Yes,Marketing,8.0,High,2.0
4098,464354,Female,No,43,Yes,Engineer,3.0,Low,2.0
4099,464252,Male,Yes,35,Yes,Artist,1.0,Average,4.0
4100,463463,Male,Yes,32,No,Doctor,0.0,Low,2.0
4101,465592,Male,Yes,65,Yes,Entertainment,1.0,Low,1.0
4102,462214,Male,Yes,49,No,Doctor,1.0,Low,2.0
4103,466707,Female,Yes,48,Yes,Homemaker,1.0,Low,4.0
4104,459956,Female,Yes,39,Yes,Healthcare,8.0,Average,2.0
4105,460847,Male,No,27,Yes,Artist,1.0,Low,3.0
4106,463222,Female,No,36,Yes,Healthcare,2.0,Low,
4107,462816,Male,Yes,76,No,Entertainment,0.0,Low,1.0
4108,461979,Male,Yes,35,Yes,Artist,9.0,Average,2.0
4109,467170,Male,Yes,35,Yes,Artist,8.0,Low,4.0
4110,462609,Female,Yes,48,No,Doctor,4.0,Low,1.0
4111,466332,Male,No,23,No,Healthcare,0.0,Low,3.0
4112,459594,Female,Yes,42,Yes,Artist,5.0,Low,1.0
4113,464147,Male,Yes,41,Yes,Artist,0.0,High,3.0
4114,463007,Male,Yes,29,No,Executive,,High,3.0
4115,464119,Male,Yes,36,Yes,Artist,0.0,Average,2.0
4116,463310,Male,Yes,60,Yes,Entertainment,0.0,Low,2.0
4117,465706,Female,Yes,46,Yes,Artist,1.0,Average,3.0
4118,459826,Female,No,31,No,,,Low,1.0
4119,466174,Female,No,20,No,Healthcare,8.0,Low,4.0
4120,463596,Female,No,31,No,Healthcare,0.0,Low,4.0
4121,465455,Male,No,26,No,Doctor,0.0,Low,2.0
4122,462867,Male,Yes,28,No,Artist,1.0,Low,2.0
4123,459140,Female,No,18,No,Healthcare,7.0,Low,6.0
4124,464295,Female,No,30,No,Healthcare,7.0,Low,6.0
4125,460067,Female,No,39,Yes,Entertainment,11.0,Low,1.0
4126,467222,Male,Yes,74,Yes,Entertainment,1.0,Average,2.0
4127,461482,Female,No,52,Yes,Artist,9.0,Low,1.0
4128,462514,Male,No,25,Yes,Healthcare,,Low,2.0
4129,459796,Male,Yes,66,Yes,Artist,,Average,3.0
4130,463722,Male,Yes,55,Yes,Executive,9.0,High,2.0
4131,462278,Male,No,31,Yes,Healthcare,0.0,Low,4.0
4132,463799,Female,No,41,Yes,Artist,0.0,Low,4.0
4133,464259,Male,Yes,59,Yes,Artist,1.0,Average,4.0
4134,467159,Female,Yes,39,Yes,Homemaker,8.0,High,2.0
4135,460669,Male,,48,Yes,Executive,0.0,Low,2.0
4136,462003,Male,Yes,79,No,Lawyer,9.0,Low,3.0
4137,461216,Female,No,43,No,,,Low,
4138,464298,Male,No,26,No,Doctor,1.0,Low,1.0
4139,465039,Female,Yes,88,No,Lawyer,0.0,High,2.0
4140,467973,Female,Yes,66,Yes,Engineer,0.0,Average,3.0
4141,467731,Male,Yes,56,Yes,Artist,,Average,4.0
4142,461721,Male,No,26,Yes,Entertainment,7.0,Low,5.0
4143,463166,Female,No,41,Yes,Artist,1.0,Low,1.0
4144,465944,Female,Yes,36,No,Engineer,4.0,High,3.0
4145,461061,Female,No,38,Yes,Engineer,3.0,Low,1.0
4146,463010,Male,Yes,81,No,Executive,0.0,Low,1.0
4147,464756,Female,No,25,No,Engineer,5.0,Low,3.0
4148,467366,Male,No,42,Yes,Artist,,Low,1.0
4149,464006,Male,No,32,No,Healthcare,0.0,Low,5.0
4150,461206,Male,No,28,Yes,Healthcare,9.0,Low,1.0
4151,466216,Male,No,29,No,Entertainment,1.0,Low,4.0
4152,463690,Female,No,28,No,Healthcare,7.0,Low,4.0
4153,465929,Male,No,26,Yes,Healthcare,8.0,Low,5.0
4154,461736,Male,Yes,47,Yes,Entertainment,1.0,Average,4.0
4155,460402,Female,Yes,50,Yes,Doctor,1.0,Low,2.0
4156,467367,Male,Yes,70,Yes,Lawyer,1.0,Low,2.0
4157,464770,Female,No,38,No,Engineer,,Low,1.0
4158,464918,Male,No,39,No,Artist,1.0,Low,1.0
4159,461639,Male,Yes,60,Yes,Artist,0.0,Average,2.0
4160,464254,Male,Yes,63,Yes,Entertainment,0.0,Average,3.0
4161,462579,Female,Yes,68,No,Lawyer,1.0,Low,2.0
4162,466976,Male,Yes,47,Yes,Artist,0.0,Low,1.0
4163,467079,Male,Yes,40,Yes,Artist,1.0,Low,2.0
4164,467724,Male,Yes,46,No,Artist,1.0,High,3.0
4165,459792,Male,Yes,42,Yes,Artist,6.0,Low,3.0
4166,464789,Female,Yes,48,Yes,Artist,0.0,Average,5.0
4167,467143,Female,No,53,No,Lawyer,1.0,Low,3.0
4168,464370,Male,Yes,65,Yes,Entertainment,0.0,Average,2.0
4169,459415,Male,No,26,No,Doctor,0.0,Low,4.0
4170,459387,Male,No,35,Yes,Doctor,0.0,Low,1.0
4171,467895,Female,No,27,Yes,Healthcare,0.0,Low,4.0
4172,459838,Female,Yes,86,No,Lawyer,0.0,High,2.0
4173,463695,Female,No,30,Yes,Doctor,1.0,Low,4.0
4174,464512,Male,Yes,43,No,Executive,8.0,Low,3.0
4175,467419,Female,Yes,38,Yes,Artist,4.0,Low,1.0
4176,462511,Female,Yes,66,Yes,Lawyer,1.0,High,2.0
4177,464124,Female,Yes,74,Yes,Doctor,1.0,Low,2.0
4178,459638,Male,No,25,Yes,Healthcare,,Low,
4179,466194,Male,Yes,89,No,Lawyer,0.0,Low,1.0
4180,461807,Male,No,30,Yes,Doctor,10.0,Low,4.0
4181,460456,Male,Yes,33,No,Executive,0.0,High,5.0
4182,462932,Female,Yes,37,Yes,Homemaker,3.0,High,3.0
4183,461297,Male,Yes,69,No,Lawyer,0.0,High,2.0
4184,464430,Female,Yes,51,Yes,Engineer,6.0,Average,2.0
4185,459416,Male,No,19,No,Artist,10.0,Low,3.0
4186,464743,Male,Yes,45,Yes,Entertainment,0.0,Average,2.0
4187,466276,Female,No,32,No,Doctor,0.0,Low,5.0
4188,467829,Female,No,22,No,Doctor,3.0,Low,4.0
4189,463813,Female,No,26,No,Engineer,1.0,Low,6.0
4190,461733,Female,Yes,43,Yes,Artist,0.0,High,3.0
4191,466925,Male,No,19,No,Healthcare,7.0,Low,2.0
4192,467846,Male,Yes,48,Yes,Artist,1.0,Average,3.0
4193,459596,Female,Yes,61,Yes,Doctor,1.0,Average,2.0
4194,460597,Female,No,20,No,Marketing,1.0,Low,2.0
4195,467788,Male,No,22,No,Healthcare,0.0,Low,4.0
4196,467966,Female,No,31,Yes,Entertainment,9.0,Low,3.0
4197,464503,Male,No,25,Yes,Artist,9.0,Low,3.0
4198,460242,Male,Yes,41,Yes,Healthcare,8.0,Low,3.0
4199,467014,Male,Yes,36,Yes,Executive,9.0,High,3.0
4200,466637,Male,Yes,48,Yes,Artist,1.0,High,5.0
4201,462553,Male,No,27,No,Artist,1.0,Low,1.0
4202,459287,Male,No,35,Yes,Lawyer,1.0,Low,1.0
4203,464074,Female,Yes,39,Yes,Doctor,0.0,Average,3.0
4204,463734,Male,Yes,38,No,Executive,0.0,Average,3.0
4205,466575,Female,Yes,57,Yes,Artist,7.0,Average,3.0
4206,459193,Male,No,38,Yes,Artist,1.0,Low,1.0
4207,462143,Male,Yes,80,No,Artist,1.0,Low,2.0
4208,467700,Male,Yes,57,Yes,Entertainment,,Average,2.0
4209,467140,Male,Yes,61,Yes,Entertainment,9.0,Average,2.0
4210,463356,Male,No,29,Yes,Healthcare,5.0,Low,4.0
4211,466797,Female,No,23,No,Healthcare,1.0,Low,4.0
4212,459234,Female,Yes,83,No,Lawyer,1.0,Low,1.0
4213,460442,Male,Yes,37,Yes,Entertainment,0.0,Average,3.0
4214,463901,Male,Yes,35,No,Artist,0.0,Low,6.0
4215,465494,Male,Yes,41,Yes,Doctor,9.0,Average,2.0
4216,461552,Female,Yes,38,Yes,Artist,,Average,2.0
4217,459239,Male,Yes,81,No,Entertainment,1.0,Low,1.0
4218,466379,Female,Yes,58,Yes,Homemaker,2.0,Low,1.0
4219,464759,Female,No,38,No,Engineer,8.0,Low,1.0
4220,461994,Male,Yes,18,No,Doctor,10.0,Low,2.0
4221,461802,Male,No,37,Yes,Artist,1.0,Low,4.0
4222,462527,Male,Yes,43,No,Artist,4.0,Average,2.0
4223,461800,Female,No,36,Yes,Doctor,4.0,Low,1.0
4224,460933,Female,Yes,76,Yes,Lawyer,0.0,High,2.0
4225,460189,Male,No,33,No,Entertainment,14.0,Low,1.0
4226,459031,Male,Yes,43,No,Executive,1.0,High,5.0
4227,464673,Male,Yes,47,No,Executive,1.0,High,7.0
4228,459101,Male,Yes,81,No,Lawyer,8.0,Low,2.0
4229,460136,Male,No,27,Yes,Artist,10.0,Low,3.0
4230,460973,Male,No,29,No,Entertainment,1.0,Low,5.0
4231,460187,Female,No,38,Yes,Doctor,4.0,Low,3.0
4232,460679,Female,No,19,,Healthcare,9.0,Low,4.0
4233,459700,Male,Yes,37,Yes,Executive,0.0,Average,5.0
4234,464787,Male,No,47,No,Entertainment,1.0,Low,1.0
4235,467201,Female,No,33,Yes,Engineer,,Low,5.0
4236,462614,Male,Yes,51,No,Entertainment,1.0,Average,5.0
4237,460813,Female,Yes,86,No,Lawyer,1.0,High,2.0
4238,462698,Female,Yes,56,Yes,Entertainment,1.0,Average,2.0
4239,463344,Male,Yes,59,Yes,Artist,3.0,Average,2.0
4240,463633,Male,Yes,33,Yes,Doctor,0.0,Average,2.0
4241,466278,Female,No,31,No,,0.0,Low,2.0
4242,464964,Female,Yes,71,No,Artist,,High,2.0
4243,462317,Female,No,32,No,Entertainment,3.0,Low,6.0
4244,467353,Male,Yes,26,No,Artist,3.0,Low,2.0
4245,464169,Male,,89,No,Lawyer,1.0,High,2.0
4246,464553,Male,Yes,70,Yes,Artist,1.0,Low,2.0
4247,463518,Male,Yes,30,No,Executive,5.0,High,4.0
4248,459711,Male,Yes,37,No,Executive,9.0,High,6.0
4249,460788,Female,No,30,Yes,Doctor,0.0,Low,9.0
4250,459392,Female,No,23,No,Doctor,0.0,Low,3.0
4251,467887,Female,No,42,Yes,Artist,0.0,Low,2.0
4252,467743,Male,Yes,48,No,Executive,1.0,High,4.0
4253,460368,Male,No,28,Yes,Healthcare,0.0,Low,7.0
4254,463126,Female,Yes,65,Yes,Artist,3.0,Average,2.0
4255,467046,Female,No,28,No,Doctor,0.0,Low,5.0
4256,463099,Male,Yes,85,Yes,Lawyer,,Low,1.0
4257,462439,Male,No,18,No,Healthcare,1.0,Low,4.0
4258,464182,Male,Yes,35,Yes,Artist,4.0,Average,2.0
4259,464810,Female,No,27,No,Engineer,1.0,Low,1.0
4260,464234,Male,Yes,68,Yes,Entertainment,0.0,Low,3.0
4261,464683,Male,Yes,52,No,Engineer,0.0,Average,6.0
4262,463349,Male,No,20,No,Healthcare,5.0,Low,5.0
4263,465866,Male,Yes,35,Yes,Artist,7.0,Low,3.0
4264,465261,Female,No,21,Yes,Healthcare,0.0,Low,4.0
4265,459780,Female,No,42,No,Entertainment,1.0,Low,3.0
4266,462031,Female,Yes,50,Yes,Artist,0.0,Average,2.0
4267,464933,Male,No,25,No,,0.0,Low,1.0
4268,463941,Female,No,32,No,Artist,1.0,Low,6.0
4269,466842,Male,No,19,No,Healthcare,8.0,Low,5.0
4270,459014,Male,No,22,No,Healthcare,0.0,Low,4.0
4271,462420,Male,No,27,Yes,Healthcare,1.0,Low,3.0
4272,465250,Male,No,22,No,Healthcare,0.0,Low,4.0
4273,466513,Female,Yes,55,Yes,Artist,1.0,Average,3.0
4274,461791,Female,No,22,No,Lawyer,8.0,Low,1.0
4275,467160,Male,Yes,40,No,,0.0,Average,2.0
4276,464586,Female,No,46,Yes,Artist,1.0,Low,1.0
4277,461391,Male,Yes,65,Yes,Entertainment,3.0,Low,3.0
4278,466658,Female,No,18,No,Healthcare,0.0,Low,4.0
4279,459728,Female,Yes,53,Yes,Artist,2.0,Average,4.0
4280,464618,Male,,35,Yes,Artist,5.0,Low,1.0
4281,462219,Male,Yes,59,No,Executive,0.0,Low,5.0
4282,467553,Female,No,32,Yes,Healthcare,8.0,Low,3.0
4283,459655,Male,Yes,39,Yes,Artist,1.0,Average,3.0
4284,462182,Male,Yes,88,No,Artist,7.0,Low,1.0
4285,459119,Male,Yes,61,Yes,Executive,9.0,High,3.0
4286,460721,Male,No,21,No,Healthcare,1.0,Low,4.0
4287,459517,Male,No,31,Yes,Healthcare,1.0,Low,4.0
4288,461441,Male,Yes,58,Yes,Artist,1.0,Average,4.0
4289,465390,Female,No,27,Yes,Marketing,3.0,Low,3.0
4290,466160,Female,Yes,51,Yes,Engineer,1.0,Average,2.0
4291,463842,Female,Yes,48,Yes,Engineer,0.0,High,4.0
4292,465902,Male,No,25,Yes,Executive,3.0,Low,3.0
4293,467034,Male,Yes,89,No,Executive,0.0,High,2.0
4294,466247,Female,,51,Yes,Artist,0.0,Low,4.0
4295,465747,Female,No,40,Yes,Artist,6.0,Low,1.0
4296,464203,Male,No,56,Yes,Artist,2.0,Low,1.0
4297,462373,Male,Yes,36,Yes,Entertainment,9.0,High,3.0
4298,465364,Female,No,38,Yes,Doctor,5.0,Low,5.0
4299,464280,Male,Yes,47,Yes,Entertainment,1.0,Low,4.0
4300,460993,Male,Yes,61,Yes,Artist,1.0,Average,4.0
4301,464227,Male,Yes,89,Yes,Lawyer,0.0,High,2.0
4302,461141,Male,Yes,55,No,Homemaker,2.0,Low,1.0
4303,465297,Male,Yes,88,No,,,High,3.0
4304,467282,Female,Yes,43,Yes,Artist,4.0,Average,2.0
4305,459790,Male,No,28,No,Doctor,10.0,Low,3.0
4306,464670,Male,Yes,42,No,Entertainment,0.0,Average,4.0
4307,462093,Male,No,33,Yes,Artist,1.0,Low,
4308,459398,Female,Yes,60,No,Lawyer,,High,2.0
4309,461136,Male,No,59,Yes,Artist,1.0,Low,1.0
4310,461379,Male,No,31,Yes,Healthcare,0.0,Low,
4311,461956,Female,No,31,Yes,Artist,2.0,Low,
4312,460283,Male,Yes,43,Yes,Doctor,14.0,Low,2.0
4313,460337,Female,No,42,Yes,Marketing,10.0,Low,3.0
4314,463275,Male,Yes,29,No,Entertainment,7.0,Average,2.0
4315,461234,Female,No,53,Yes,Artist,3.0,Low,
4316,466861,Female,No,21,No,Healthcare,8.0,Low,7.0
4317,463177,Male,No,41,Yes,Entertainment,7.0,Low,2.0
4318,461874,Male,Yes,48,Yes,Doctor,0.0,Average,3.0
4319,462506,Male,No,31,No,Healthcare,1.0,Low,4.0
4320,466868,Male,No,26,Yes,Doctor,4.0,Low,3.0
4321,461253,Female,No,18,No,Healthcare,0.0,Low,5.0
4322,460466,Female,No,19,No,Healthcare,8.0,Low,
4323,461830,Male,Yes,42,Yes,Executive,1.0,High,3.0
4324,464748,Female,Yes,52,No,Engineer,9.0,Average,5.0
4325,461904,Female,Yes,50,Yes,Artist,4.0,Average,2.0
4326,466737,Male,No,33,No,Entertainment,1.0,Low,
4327,459153,Female,Yes,75,Yes,,0.0,High,2.0
4328,467562,Male,Yes,71,Yes,Executive,0.0,High,3.0
4329,465168,Female,Yes,59,No,Entertainment,8.0,Average,2.0
4330,459162,Female,Yes,85,Yes,Lawyer,0.0,High,2.0
4331,462831,Male,Yes,29,No,Executive,1.0,High,3.0
4332,465576,Male,Yes,43,No,Executive,4.0,Average,5.0
4333,464474,Female,No,52,Yes,Artist,1.0,Low,1.0
4334,460566,Male,Yes,36,Yes,Homemaker,,Average,2.0
4335,465169,Female,No,59,Yes,Doctor,0.0,Low,4.0
4336,460235,Female,No,23,No,Healthcare,1.0,Low,3.0
4337,462580,Female,No,39,Yes,Artist,0.0,Low,1.0
4338,467313,Male,Yes,39,Yes,Entertainment,1.0,Average,2.0
4339,460400,Female,Yes,46,Yes,Entertainment,5.0,Low,2.0
4340,463406,Male,No,33,No,Marketing,0.0,Low,4.0
4341,459135,Male,Yes,53,Yes,Executive,0.0,High,4.0
4342,465862,Female,,50,Yes,Artist,8.0,Average,1.0
4343,462972,Female,Yes,62,Yes,Artist,1.0,Low,1.0
4344,466284,Male,Yes,46,Yes,Artist,1.0,Average,5.0
4345,464410,Male,Yes,40,Yes,Artist,0.0,Average,2.0
4346,466005,Male,No,62,Yes,Entertainment,1.0,Low,4.0
4347,460821,Female,No,31,Yes,Healthcare,,Low,2.0
4348,459206,Female,No,25,No,Artist,1.0,Low,3.0
4349,467571,Male,No,23,No,Marketing,0.0,Low,
4350,461156,Male,No,22,No,Marketing,3.0,Low,6.0
4351,465515,Female,Yes,47,Yes,Artist,1.0,High,6.0
4352,460883,Male,Yes,68,Yes,Artist,0.0,High,2.0
4353,465380,Male,No,25,No,Entertainment,5.0,Low,2.0
4354,467435,Female,No,30,No,Artist,0.0,Low,
4355,461218,Male,Yes,27,No,Executive,0.0,Low,6.0
4356,467186,Male,Yes,38,Yes,Entertainment,2.0,Average,3.0
4357,459827,Female,No,33,No,,,Low,1.0
4358,461859,Female,Yes,46,No,Artist,5.0,Low,5.0
4359,467821,Female,Yes,37,Yes,Artist,1.0,Low,2.0
4360,462525,Female,Yes,41,Yes,Artist,0.0,Average,2.0
4361,462787,Female,No,29,No,Artist,1.0,Low,1.0
4362,459055,Female,No,19,No,Entertainment,1.0,Low,5.0
4363,462605,Male,Yes,82,No,Executive,1.0,High,2.0
4364,461252,Female,Yes,48,Yes,Doctor,1.0,Low,1.0
4365,464340,Male,Yes,67,Yes,Artist,1.0,High,2.0
4366,461872,Female,Yes,77,Yes,Lawyer,0.0,High,2.0
4367,459746,Male,,56,Yes,Artist,1.0,Average,2.0
4368,466274,Male,Yes,69,Yes,Executive,0.0,Low,
4369,467499,Male,Yes,40,Yes,Artist,,Low,3.0
4370,467423,Male,Yes,61,Yes,Artist,0.0,Low,1.0
4371,463865,Male,Yes,46,Yes,Artist,0.0,Average,5.0
4372,467504,Female,,31,No,Doctor,1.0,Low,4.0
4373,458984,Male,Yes,39,Yes,Artist,0.0,Average,3.0
4374,459142,Female,Yes,89,Yes,Artist,0.0,High,3.0
4375,462993,Male,Yes,30,No,Artist,,Average,3.0
4376,467947,Female,,59,Yes,Artist,1.0,Average,4.0
4377,466389,Female,Yes,47,Yes,Engineer,0.0,Average,2.0
4378,460632,Female,No,22,No,Healthcare,0.0,Low,3.0
4379,465626,Female,No,42,Yes,Artist,7.0,Low,3.0
4380,461768,Male,Yes,69,Yes,Artist,0.0,High,2.0
4381,462242,Female,No,30,Yes,Entertainment,0.0,Low,5.0
4382,466949,Male,Yes,39,No,Executive,12.0,High,7.0
4383,465479,Male,No,27,No,Artist,1.0,Low,1.0
4384,464845,Male,Yes,30,No,Engineer,1.0,Average,3.0
4385,465066,Male,Yes,47,Yes,Executive,7.0,High,4.0
4386,466817,Female,Yes,81,No,Lawyer,0.0,High,2.0
4387,466436,Male,Yes,42,No,Doctor,0.0,Average,3.0
4388,467974,Female,No,43,Yes,Artist,1.0,Low,1.0
4389,460341,Female,No,31,No,Entertainment,11.0,Low,5.0
4390,467463,Female,Yes,39,Yes,Artist,8.0,Average,3.0
4391,466235,Female,Yes,57,Yes,Artist,0.0,Average,4.0
4392,459371,Male,Yes,35,Yes,,,Low,2.0
4393,460233,Male,No,43,Yes,Doctor,0.0,Low,
4394,466094,Female,No,31,No,Healthcare,0.0,Low,3.0
4395,461451,Female,No,28,Yes,Engineer,1.0,Low,6.0
4396,460473,Male,Yes,58,Yes,Artist,0.0,Average,2.0
4397,461786,Male,Yes,71,Yes,Lawyer,0.0,High,2.0
4398,466745,Female,Yes,36,Yes,Homemaker,0.0,Average,2.0
4399,460124,Female,No,43,Yes,Artist,1.0,Low,3.0
4400,459910,Male,Yes,69,Yes,Artist,1.0,Low,2.0
4401,464082,Male,Yes,77,Yes,Lawyer,0.0,Low,1.0
4402,461487,Male,Yes,50,Yes,Artist,1.0,Average,4.0
4403,465188,Female,Yes,50,Yes,Artist,1.0,Average,4.0
4404,467255,Female,No,40,Yes,Healthcare,6.0,Low,2.0
4405,466993,Female,Yes,43,Yes,Engineer,9.0,Average,2.0
4406,467151,Male,No,37,No,Entertainment,,Low,1.0
4407,467480,Male,Yes,35,Yes,Artist,,Average,
4408,464403,Female,Yes,65,Yes,Lawyer,0.0,High,3.0
4409,461518,Female,Yes,46,Yes,Artist,0.0,Average,4.0
4410,464848,Male,Yes,35,No,Entertainment,1.0,Average,4.0
4411,460715,Female,Yes,86,No,Lawyer,0.0,High,2.0
4412,466963,Male,No,63,No,Entertainment,7.0,Low,1.0
4413,466508,Female,Yes,40,Yes,Artist,9.0,Average,5.0
4414,460125,Female,Yes,55,Yes,Artist,10.0,Low,1.0
4415,462325,Male,No,37,Yes,Healthcare,1.0,Low,4.0
4416,461537,Male,No,31,Yes,Artist,0.0,Low,1.0
4417,461679,Male,No,28,Yes,Healthcare,4.0,Low,4.0
4418,463559,Female,Yes,48,Yes,Engineer,1.0,High,3.0
4419,464330,Male,No,38,Yes,Artist,,Low,2.0
4420,467018,Male,Yes,57,Yes,Artist,1.0,Average,5.0
